TICKER,NAME,INDUSTRY_SECTOR,INDUSTRY_GROUP,CUR_MKT_CAP,PX_LAST,NAME_OF_CEO,CEO_START_DATE,TOT_CEO_COMP,COMPANY_TEL_NUMBER,COMPANY_WEB_ADDRESS
MAT UW  EQUITY,MATTEL INC,"Consumer, Cyclical",Toys/Games/Hobbies,4386738604.79,12.76,"Margaret Mary H Georgiadis ""Margo""",2/8/2017,9225193,1-310-252-2000,corporate.mattel.com
MCD UN  EQUITY,MCDONALD'S CORP,"Consumer, Cyclical",Retail,127238835482.00,160.2,"Stephen J Easterbrook ""Steve""",3/1/2015,15355746,1-630-623-3000,www.tds-restaurants.com
MCHP UW  EQUITY,MICROCHIP TECHNOLOGY INC,Technology,Semiconductors,22953902824.95,97.96,Steve Sanghi,10/1/1991,7305351,1-480-792-7200,www.microchip.com
MCK UN  EQUITY,MCKESSON CORP,"Consumer, Non-cyclical",Pharmaceuticals,29252727239.41,141.82,John H Hammergren,8/15/2001,20096599,1-415-983-8300,www.mckesson.com
MCO UN  EQUITY,MOODY'S CORP,"Consumer, Non-cyclical",Commercial Services,31938057032.24,167.12,Raymond W Mcdaniel Jr,4/1/2005,11173956,1-212-553-0300,www.moodys.com
MDLZ UW  EQUITY,MONDELEZ INTERNATIONAL INC-A,"Consumer, Non-cyclical",Food,62988360535.10,42.35,Dirk Van De Put,01-01-2014,16742076,1-847-943-4000,www.mondelezinternational.com
MDT UN  EQUITY,MEDTRONIC PLC,"Consumer, Non-cyclical",Healthcare-Products,107928386071.64,79.62,Omar S Ishrak,6/13/2011,15687287,1-763-514-4000,www.medtronic.com
MET UN  EQUITY,METLIFE INC,Financial,Insurance,49012466666.88,47.29,Steven Kandarian,01-01-2014,15281939,1-212-578-9500,www.metlife.com
MGM UN  EQUITY,MGM RESORTS INTERNATIONAL,"Consumer, Cyclical",Lodging,20683738397.52,36.49,James Joseph Murren,12/1/2008,16609696,1-702-693-7120,www.mgmresorts.com
MHK UN  EQUITY,MOHAWK INDUSTRIES INC,"Consumer, Cyclical",Textiles,18330992522.10,246.3,Jeffrey Scott Lorberbaum,1/1/2001,7071423,1-706-629-7721,www.mohawkind.com
MKC UN  EQUITY,MCCORMICK & CO-NON VTG SHRS,"Consumer, Non-cyclical",Food,14108938985.46,107.62,Lawrence E Kurzius,2/1/2016,9048299,1-410-771-7301,www.mccormick.com
MLM UN  EQUITY,MARTIN MARIETTA MATERIALS,Industrial,Building Materials,12776014696.86,203.43,"C Howard Nye ""Ward""",1/1/2010,8039331,1-919-781-4550,www.martinmarietta.com
MMC UN  EQUITY,MARSH & MCLENNAN COS,Financial,Insurance,43081824823.20,84.87,Dan Glaser,1/1/2013,15749939,1-212-345-5000,www.mmc.com
MMM UN  EQUITY,3M CO,Industrial,Miscellaneous Manufactur,138316785000.00,232.35,Inge G Thulin,2/24/2012,16670674,1-651-733-1110,www.3m.com
MNST UW  EQUITY,MONSTER BEVERAGE CORP,"Consumer, Non-cyclical",Beverages,33140224785.48,58.52,Rodney Cyril Sacks,10/27/1992,12028955,1-800-426-7367,www.monsterbevcorp.com
MO UN  EQUITY,ALTRIA GROUP INC,"Consumer, Non-cyclical",Agriculture,117029671711.96,61.59,"Martin J Barrington ""Marty""",5/17/2012,37781440,1-804-274-2200,www.altria.com
MON UN  EQUITY,MONSANTO CO,Basic Materials,Chemicals,52085022528.00,118.16,Hugh Grant,5/1/2003,19459959,1-314-694-1000,www.monsanto.com
MOS UN  EQUITY,MOSAIC CO/THE,Basic Materials,Chemicals,9765484753.05,25.36,"James C O'Rourke ""Joc""",8/5/2015,7316221,1-763-577-2700,www.mosaicco.com
MPC UN  EQUITY,MARATHON PETROLEUM CORP,Energy,Oil&Gas,33857272537.92,71.37,Gary R Heminger,6/30/2011,19670807,1-419-422-2121,www.marathonpetroleum.com
MRK UN  EQUITY,MERCK & CO. INC.,"Consumer, Non-cyclical",Pharmaceuticals,146912724263.48,54.49,"Kenneth C Frazier ""Ken""",1/1/2011,21781170,1-908-740-4000,www.merck.com
MRO UN  EQUITY,MARATHON OIL CORP,Energy,Oil&Gas,12924786721.86,15.23,Lee M Tillman,8/1/2013,8620091,1-713-629-6600,www.marathon.com
MS UN  EQUITY,MORGAN STANLEY,Financial,Banks,103371618123.72,57.62,James Patrick Gorman,1/1/2010,21205835,1-212-761-4000,www.morganstanley.com
MSFT UW  EQUITY,MICROSOFT CORP,Technology,Software,719083654448.28,93.4,Satya Nadella,2/4/2014,20014152,1-425-882-8080,www.microsoft.com
MSI UN  EQUITY,MOTOROLA SOLUTIONS INC,Communications,Telecommunications,17642204009.25,109.36,"Gregory Q Brown ""Greg""",1/1/2008,12224711,1-847-576-5000,www.motorolasolutions.com
MTB UN  EQUITY,M & T BANK CORP,Financial,Banks,28129153331.76,189.34,Rene Francis Jones,12/20/2017,7192219,1-716-635-4000,www.mandtbank.com
MTD UN  EQUITY,METTLER-TOLEDO INTERNATIONAL,Industrial,Electronics,15661696690.24,615.38,Olivier A Filliol,1/1/2008,7259085,1-614-438-4511,www.mt.com
MU UW  EQUITY,MICRON TECHNOLOGY INC,Technology,Semiconductors,70627718489.76,61.12,Sanjay Mehrotra,5/8/2017,31074678,1-208-368-4000,www.micron.com
MYL UW  EQUITY,MYLAN NV,"Consumer, Non-cyclical",Pharmaceuticals,20694224701.80,40.2,Heather Bresch,1/1/2012,13776693,1-724-514-1800,www.mylan.com
NAVI UW  EQUITY,NAVIENT CORP,Financial,Diversified Finan Serv,3529405658.80,13.4,"John F Remondi ""Jack""",01-01-2014,6559910,1-302-283-8000,www.navient.com
NBL UN  EQUITY,NOBLE ENERGY INC,Energy,Oil&Gas,14352318486.72,29.18,David L Stover,10/21/2014,11262048,1-281-872-3100,www.nobleenergyinc.com
NCLH UN  EQUITY,NORWEGIAN CRUISE LINE HOLDIN,"Consumer, Cyclical",Leisure Time,12448848003.39,55.59,Frank J Del Rio,1/9/2015,2917824,1-305-468-2339,www.nclhltd.com
NDAQ UW  EQUITY,NASDAQ INC,Financial,Diversified Finan Serv,14037647639.12,84.28,Adena T Friedman,1/1/2017,14460580,1-212-401-8700,www.nasdaq.com
NEE UN  EQUITY,NEXTERA ENERGY INC,Utilities,Electric,75284659105.31,159.9,"James L Robo ""Jim""",7/1/2012,16758771,1-561-694-4000,www.nexteraenergy.com
NEM UN  EQUITY,NEWMONT MINING CORP,Basic Materials,Mining,19907869056.30,37.33,Gary J Goldberg,3/1/2013,13827445,1-303-863-7414,www.newmont.com
NFLX UW  EQUITY,NETFLIX INC,Communications,Internet,137631093890.76,317.08,Reed Hastings,9/1/1998,23194567,1-408-540-3700,https://ir.netflix.com/
NFX UN  EQUITY,NEWFIELD EXPLORATION CO,Energy,Oil&Gas,4701465507.86,23.54,Lee K Boothby,5/7/2009,9888148,1-281-210-5100,www.newfield.com
NI UN  EQUITY,NISOURCE INC,Utilities,Gas,7811060645.05,23.14,"Joseph Hamrock ""Joe""",5/1/2012,4334158,1-877-647-5990,www.nisource.com
NKE UN  EQUITY,NIKE INC -CL B,"Consumer, Cyclical",Apparel,108647095471.74,66.78,Mark G Parker,1/23/2006,13851499,1-503-671-6453,www.nike.com
NKTR UW  EQUITY,NEKTAR THERAPEUTICS,"Consumer, Non-cyclical",Pharmaceuticals,17331398591.70,107.86,Howard W Robin,1/15/2007,4764143,1-415-482-5300,www.nektar.com
NLSN UN  EQUITY,NIELSEN HOLDINGS PLC,"Consumer, Non-cyclical",Commercial Services,11623031935.98,32.6,"Dwight M Barns ""Mitch""",1/1/2014,10122489,1-800-864-1224,www.nielsen.com
NOC UN  EQUITY,NORTHROP GRUMMAN CORP,Industrial,Aerospace/Defense,60575516076.60,348.08,"Wesley G Bush ""Wes""",1/1/2010,19841841,1-703-280-2900,www.northropgrumman.com
NOV UN  EQUITY,NATIONAL OILWELL VARCO INC,Energy,Oil&Gas Services,14008295013.35,36.88,Clay C Williams,2/27/2014,10581470,1-713-346-7500,www.nov.com
NRG UN  EQUITY,NRG ENERGY INC,Utilities,Electric,9631637273.84,30.33,Mauricio Gutierrez,01-01-2014,9049662,1-609-524-4500,www.nrg.com
NSC UN  EQUITY,NORFOLK SOUTHERN CORP,Industrial,Transportation,39569335727.86,139.33,"James A Squires ""Jim""",6/1/2015,8425074,1-757-629-2680,www.nscorp.com
NTAP UW  EQUITY,NETAPP INC,Technology,Computers,16927356691.44,63.17,George Kurian,01-01-2014,9005241,1-408-822-6000,www.netapp.com
NTRS UW  EQUITY,NORTHERN TRUST CORP,Financial,Banks,24094393980.58,106.73,Michael G O'Grady,1/1/2018,11850683,1-312-630-6000,www.northerntrust.com
NUE UN  EQUITY,NUCOR CORP,Basic Materials,Iron/Steel,20767628575.32,65.36,John J Ferriola,1/1/2013,10627499,1-704-366-7000,www.nucor.com
NVDA UW  EQUITY,NVIDIA CORP,Technology,Semiconductors,149386600000.00,247.07,Jensen Huang,4/2/1993,12194238,1-408-486-2000,www.nvidia.com
NWL UN  EQUITY,NEWELL BRANDS INC,"Consumer, Cyclical",Housewares,12998508000.00,26.81,Michael B Polk,7/18/2011,21684542,1-201-610-6600,www.newellbrands.com
NWS UW  EQUITY,NEWS CORP - CLASS B,Communications,Media,9586158616.64,16.7,Robert James Thomson,1/1/2013,13587927,1-212-416-3400,www.newscorp.com
NWSA UW  EQUITY,NEWS CORP - CLASS A,Communications,Media,9576177104.64,16.32,Robert James Thomson,1/1/2013,13587927,1-212-416-3400,www.newscorp.com
O UN  EQUITY,REALTY INCOME CORP,Financial,REITS,14303233761.28,50.32,John P Case,9/3/2013,8340041,1-858-284-5000,www.realtyincome.com
OKE UN  EQUITY,ONEOK INC,Energy,Pipelines,23697701240.17,57.74,Terry K Spencer,1/21/2014,4690792,1-918-588-7000,www.oneok.com
OMC UN  EQUITY,OMNICOM GROUP,Communications,Advertising,16678285599.78,72.46,John D Wren,1/1/1997,27306177,1-212-415-3600,www.omnicomgroup.com
ORCL UN  EQUITY,ORACLE CORP,Technology,Software,195161536290.00,47.105,Mark V Hurd,9/18/2014,81562244,1-650-506-7000,www.oracle.com
ORLY UW  EQUITY,O'REILLY AUTOMOTIVE INC,"Consumer, Cyclical",Retail,20708547750.00,247.63,"Gregory L Henslee ""Greg""",2/24/2005,4585494,1-417-862-6708,www.oreillyauto.com
OXY UN  EQUITY,OCCIDENTAL PETROLEUM CORP,Energy,Oil&Gas,48954213442.12,64.01,Vicki A Hollub,4/29/2016,16282409,1-713-215-7000,www.oxy.com
PAYX UW  EQUITY,PAYCHEX INC,Technology,Software,23512280342.52,65.44,"Martin Mucci ""Marty""",9/30/2010,8580500,1-585-385-6666,www.paychex.com
PBCT UW  EQUITY,PEOPLE'S UNITED FINANCIAL,Financial,Savings&Loans,6802853896.96,19.58,"John P Barnes ""Jack""",4/25/2010,5124582,1-203-338-7171,www.peoples.com
PCAR UW  EQUITY,PACCAR INC,"Consumer, Cyclical",Auto Manufacturers,23434819399.68,66.56,"Ronald E Armstrong ""Ron""",4/27/2014,7666020,1-425-468-7400,www.paccar.com
PCG UN  EQUITY,P G & E CORP,Utilities,Electric,22329057791.20,43.41,Geisha J Williams,3/1/2017,11730646,1-415-973-1000,www.pgecorp.com
PEG UN  EQUITY,PUBLIC SERVICE ENTERPRISE GP,Utilities,Electric,24708232407.65,48.95,Ralph Izzo,4/1/2007,10621115,1-973-430-7000,www.pseg.com
PEP UW  EQUITY,PEPSICO INC,"Consumer, Non-cyclical",Beverages,156295119230.25,110.08,Indra K Nooyi,10/1/2006,31082648,1-914-253-2000,www.pepsico.com
PFE UN  EQUITY,PFIZER INC,"Consumer, Non-cyclical",Pharmaceuticals,215731818576.24,36.26,Ian C Read,12/5/2010,27913775,1-212-733-2323,www.pfizer.com
PFG UW  EQUITY,PRINCIPAL FINANCIAL GROUP,Financial,Insurance,17938445809.79,61.91,"Daniel Joseph Houston ""Dan""",8/18/2015,8970708,1-515-247-5111,www.principal.com
PG UN  EQUITY,PROCTER & GAMBLE CO/THE,"Consumer, Non-cyclical",Cosmetics/Personal Care,197016150000.00,78.16,David S Taylor,11/1/2015,18096177,1-513-983-1100,us.pg.com
PGR UN  EQUITY,PROGRESSIVE CORP,Financial,Insurance,36242752000.00,62.23,"Susan Patricia Griffith ""Tricia""",7/1/2016,16657553,1-440-461-5000,www.progressive.com
PH UN  EQUITY,PARKER HANNIFIN CORP,Industrial,Miscellaneous Manufactur,24208182580.80,181.8,Thomas L Williams,2/1/2015,15328101,1-216-896-3000,www.parker.com
PHM UN  EQUITY,PULTEGROUP INC,"Consumer, Cyclical",Home Builders,8308918369.18,29.02,Ryan R Marshall,9/8/2016,20495606,1-404-978-6400,www.pulte.com
PKG UN  EQUITY,PACKAGING CORP OF AMERICA,Industrial,Packaging&Containers,10953070835.98,116.08,Mark W Kowlzan,7/1/2010,9407198,1-800-456-4725,www.packagingcorp.com
PKI UN  EQUITY,PERKINELMER INC,Industrial,Electronics,8579557501.08,77.63,"Robert F Friel ""Rob""",2/1/2008,11365597,1-781-663-6900,www.perkinelmer.com
PLD UN  EQUITY,PROLOGIS INC,Financial,REITS,33515839172.39,63.31,Hamid R Moghadam,11/1/1997,15539777,1-415-394-9000,www.prologis.com
PM UN  EQUITY,PHILIP MORRIS INTERNATIONAL,"Consumer, Non-cyclical",Agriculture,155773426470.42,100.24,Andre Calantzopoulos,1/1/2002,18124325,1-917-663-2000,www.pmi.com
PNC UN  EQUITY,PNC FINANCIAL SERVICES GROUP,Financial,Banks,75435597824.64,159.9,William S Demchak,4/23/2013,13901853,1-888-762-2265,www.pnc.com
PNR UN  EQUITY,PENTAIR PLC,Industrial,Miscellaneous Manufactur,13089912994.17,71.93,Randall J Hogan III,1/1/2001,15583493,44-207-347-8925,www.pentair.com
PNW UN  EQUITY,PINNACLE WEST CAPITAL,Utilities,Electric,8704731571.54,77.88,"Donald E Brandt ""Don""",4/30/2009,11359227,1-602-250-1000,www.pinnaclewest.com
PPG UN  EQUITY,PPG INDUSTRIES INC,Basic Materials,Chemicals,28654667565.12,114.93,Michael H Mcgarry,9/1/2015,14249861,1-412-434-3131,www.ppg.com
PPL UN  EQUITY,PPL CORP,Utilities,Electric,18950567340.00,27.34,"William H Spence ""Bill""",11/17/2011,15507259,1-610-774-5151,www.pplweb.com
PRGO UN  EQUITY,PERRIGO CO PLC,"Consumer, Non-cyclical",Pharmaceuticals,11391140694.44,80.89,Uwe Roehrhoff,1/15/2018,14910314,353-1-604-0031,www.perrigo.com
PRU UN  EQUITY,PRUDENTIAL FINANCIAL INC,Financial,Insurance,45938920000.00,108.81,John R Strangfeld,1/1/2008,24444255,1-973-802-6000,www.prudential.com
PSA UN  EQUITY,PUBLIC STORAGE,Financial,REITS,34306846209.90,197.07,Ronald L Havner Jr,11/7/2002,10506800,1-818-244-8080,www.publicstorage.com
PSX UN  EQUITY,PHILLIPS 66,Energy,Oil&Gas,44468765445.76,95.36,Greg C Garland,4/1/2012,25055294,1-281-293-6600,www.phillips66.com
PVH UN  EQUITY,PVH CORP,"Consumer, Cyclical",Retail,11137059683.18,144.77,"Emanuel Chirico ""Manny""",2/27/2006,16094530,1-212-381-3500,www.pvh.com
PWR UN  EQUITY,QUANTA SERVICES INC,"Consumer, Non-cyclical",Commercial Services,5401164016.80,35.02,"Earl C Austin Jr ""Duke""",3/14/2016,8969830,1-713-629-7600,www.quantaservices.com
PX UN  EQUITY,PRAXAIR INC,Basic Materials,Chemicals,43242771357.60,150.6,"Stephen F Angel ""Steve""",1/1/2007,13037062,1-203-837-2000,www.praxair.com
PXD UN  EQUITY,PIONEER NATURAL RESOURCES CO,Energy,Oil&Gas,28843850730.25,169.41,"Timothy Lee Dove ""Tim""",12/31/2016,15003350,1-972-444-9001,www.pxd.com
PYPL UW  EQUITY,PAYPAL HOLDINGS INC,"Consumer, Non-cyclical",Commercial Services,96960959119.95,80.85,"Daniel H Schulman ""Dan""",7/20/2015,18934341,1-408-967-1000,www.paypal.com
QCOM UW  EQUITY,QUALCOMM INC,Technology,Semiconductors,86023911246.78,58.13,"Steven M Mollenkopf ""Steve""",3/4/2014,11591310,1-858-587-1121,www.qualcomm.com
QRVO UW  EQUITY,QORVO INC,Technology,Semiconductors,9437687421.39,74.45,Robert A Bruggeworth,1/2/2015,6599185,1-336-664-1233,www.qorvo.com
RCL UN  EQUITY,ROYAL CARIBBEAN CRUISES LTD,"Consumer, Cyclical",Leisure Time,26652363932.21,124.76,Richard D Fain,1/1/1988,10405684,1-305-539-6000,www.royalcaribbean.com
RE UN  EQUITY,EVEREST RE GROUP LTD,Financial,Insurance,10686542092.56,261.67,Dominic J Addesso,1/1/2014,8827677,1-441-295-0006,www.everestregroup.com
REG UN  EQUITY,REGENCY CENTERS CORP,Financial,REITS,9540849932.64,56.15,"Martin E Stein Jr ""Hap""",2/12/2001,5591771,1-904-598-7000,www.regencycenters.com
REGN UW  EQUITY,REGENERON PHARMACEUTICALS,"Consumer, Non-cyclical",Biotechnology,35934113620.68,333.74,Leonard S Schleifer,1/8/1988,28337520,1-914-847-7000,www.regeneron.com
RF UN  EQUITY,REGIONS FINANCIAL CORP,Financial,Banks,21910364772.00,19.51,O B Grayson Hall Jr,4/1/2010,12721359,1-205-326-5807,www.regions.com
RHI UN  EQUITY,ROBERT HALF INTL INC,"Consumer, Non-cyclical",Commercial Services,7417171800.12,59.74,Harold M Messmer Jr,6/17/1987,8840040,1-650-234-6000,www.roberthalf.com
RHT UN  EQUITY,RED HAT INC,Technology,Software,27375485038.00,154.66,"James M Whitehurst ""Jim""",1/1/2008,11132589,1-919-754-3700,www.redhat.com
RJF UN  EQUITY,RAYMOND JAMES FINANCIAL INC,Financial,Diversified Finan Serv,14054756132.24,96.44,Paul C Reilly,5/1/2010,9768247,1-727-567-1000,www.raymondjames.com
RL UN  EQUITY,RALPH LAUREN CORP,"Consumer, Cyclical",Apparel,8949999052.80,110.1,Patrice Louvet,7/17/2017,22505130,1-212-318-7000,www.ralphlauren.com
RMD UN  EQUITY,RESMED INC,"Consumer, Non-cyclical",Healthcare-Products,14005429174.73,98.08,"Michael J Farrell ""Mick""",3/1/2013,8133396,1-858-836-5000,www.resmed.com
ROK UN  EQUITY,ROCKWELL AUTOMATION INC,Industrial,Machinery-Diversified,23382064533.80,182.98,Blake D Moret,7/1/2016,6278528,1-414-382-2000,www.rockwellautomation.com
ROP UN  EQUITY,ROPER TECHNOLOGIES INC,Industrial,Machinery-Diversified,29650008010.90,288.45,Brian D Jellison,11/6/2001,26316166,1-941-556-2601,www.ropertech.com
ROST UW  EQUITY,ROSS STORES INC,"Consumer, Cyclical",Retail,29558992867.95,77.37,Barbara Rentler,6/1/2014,11117117,1-925-965-4400,www.ddsdiscounts.com
RRC UN  EQUITY,RANGE RESOURCES CORP,Energy,Oil&Gas,3596361775.43,14.485,"Jeffrey L Ventura ""Jeff""",1/1/2012,9862925,1-817-870-2601,www.rangeresources.com
RSG UN  EQUITY,REPUBLIC SERVICES INC,Industrial,Environmental Control,22651694479.33,68.39,"Donald W Slager ""Don""",1/1/2011,12917801,1-480-627-2700,www.republicservices.com
RTN UN  EQUITY,RAYTHEON COMPANY,Industrial,Aerospace/Defense,61275789340.00,212.39,Thomas A Kennedy,4/1/2014,20460796,1-781-522-3000,www.raytheon.com
SBAC UW  EQUITY,SBA COMMUNICATIONS CORP,Financial,REITS,19745753299.16,169.29,"Jeffrey A Stoops ""Jeff""",1/1/2002,7095655,1-561-995-7670,www.sbasite.com
SBUX UW  EQUITY,STARBUCKS CORP,"Consumer, Cyclical",Retail,82839036000.00,58.92,Kevin R Johnson,4/3/2017,29461254,1-206-447-1575,www.starbucks.com
SCG UN  EQUITY,SCANA CORP,Utilities,Electric,5517252190.28,38.68,Jimmy E Addison,1/1/2018,6108804,1-803-217-9000,www.scana.com
SCHW UN  EQUITY,SCHWAB (CHARLES) CORP,Financial,Diversified Finan Serv,75469839618.95,56.02,"Walter William Bettinger II ""Walt""",10/1/2008,19547649,1-415-667-7000,www.schwab.com
SEE UN  EQUITY,SEALED AIR CORP,Industrial,Packaging&Containers,7351109121.60,43.91,"Edward L Doheny II ""Ted""",1/1/2018,14809624,1-980-221-3235,www.sealedair.com
SHW UN  EQUITY,SHERWIN-WILLIAMS CO/THE,Basic Materials,Chemicals,38524078395.69,409.39,John G Morikis,1/1/2016,13513194,1-216-566-2000,www.sherwin-williams.com
SIVB UW  EQUITY,SVB FINANCIAL GROUP,Financial,Banks,13927984394.94,263.34,"Gregory W Becker ""Greg""",4/21/2011,6106711,1-408-654-7400,www.svb.com
SJM UN  EQUITY,JM SMUCKER CO/THE,"Consumer, Non-cyclical",Food,14229996522.63,125.31,Mark T Smucker,5/1/2016,11479303,1-330-682-3000,www.smuckers.com
SLB UN  EQUITY,SCHLUMBERGER LTD,Energy,Oil&Gas Services,91112822252.12,65.79,Paal Kibsgaard,8/1/2011,20759340,1-713-375-3400,www.slb.com
SLG UN  EQUITY,SL GREEN REALTY CORP,Financial,REITS,8939967251.04,97.39,Marc Holliday,1/1/2004,17326371,1-212-594-2700,www.slgreen.com
SNA UN  EQUITY,SNAP-ON INC,Industrial,Hand/Machine Tools,8579480463.92,151.28,Nicholas T Pinchuk,12/1/2007,10030633,1-262-656-5200,store.snapon.com
SNPS UW  EQUITY,SYNOPSYS INC,Technology,Software,12912314397.48,86.82,Aart J De Geus,5/23/2012,13304304,1-650-584-5000,www.synopsys.com
SO UN  EQUITY,SOUTHERN CO/THE,Utilities,Electric,44127140527.14,43.77,"Thomas A Fanning ""Tom""",12/1/2010,15829652,1-404-506-5000,www.southerncompany.com
SPG UN  EQUITY,SIMON PROPERTY GROUP INC,Financial,REITS,49511251789.44,154.55,David E Simon,9/25/1998,13238074,1-317-636-1600,www.simon.com
SPGI UN  EQUITY,S&P GLOBAL INC,"Consumer, Non-cyclical",Commercial Services,48585122367.84,194.9,Douglas L Peterson,11/1/2013,10719216,1-212-438-1000,www.spglobal.com
SRCL UW  EQUITY,STERICYCLE INC,Industrial,Environmental Control,5333690658.95,62.34,"Charles A Alutto ""Charlie""",1/1/2013,3617397,1-847-367-5910,www.stericycle.com
SRE UN  EQUITY,SEMPRA ENERGY,Utilities,Gas,29346188438.82,111.24,"Debra L Reed ""Debbie""",6/27/2011,18806408,1-619-696-2000,www.sempra.com
STI UN  EQUITY,SUNTRUST BANKS INC,Financial,Banks,33235263490.72,70.97,"William H Rogers Jr ""Bill""",11/1/2011,9592062,1-800-786-8787,www.suntrust.com
STT UN  EQUITY,STATE STREET CORP,Financial,Banks,39079353813.90,106.18,"Joseph L Hooley ""Jay""",3/1/2010,14691841,1-617-786-3000,www.statestreet.com
STX UW  EQUITY,SEAGATE TECHNOLOGY,Technology,Computers,17132368170.15,60.15,"William David Mosley ""Dave""",10/1/2017,3136738,353-1-234-3136,www.seagate.com
STZ UN  EQUITY,CONSTELLATION BRANDS INC-A,"Consumer, Non-cyclical",Beverages,44092979015.20,226.29,"Robert S Sands ""Rob""",7/26/2007,9563166,1-585-678-7100,www.cbrands.com
SWK UN  EQUITY,STANLEY BLACK & DECKER INC,Industrial,Hand/Machine Tools,24395847758.90,158.49,"James Michael Loree ""Jim""",8/1/2016,16211415,1-860-225-5111,www.stanleyblackanddecker.com
SWKS UW  EQUITY,SKYWORKS SOLUTIONS INC,Technology,Semiconductors,19854123091.20,108.75,Liam K Griffin,5/11/2016,8701858,1-781-376-3000,www.skyworksinc.com
SYF UN  EQUITY,SYNCHRONY FINANCIAL,Financial,Diversified Finan Serv,26964893620.35,35.48,Margaret Keane,2/1/2014,10260358,1-203-585-2400,www.synchronyfinancial.com
SYK UN  EQUITY,STRYKER CORP,"Consumer, Non-cyclical",Healthcare-Products,62269256792.60,166.21,Kevin A Lobo,10/1/2012,12797399,1-269-385-2600,www.stryker.com
SYMC UW  EQUITY,SYMANTEC CORP,Communications,Internet,16433481853.12,26.44,"Gregory S Clark ""Greg""",8/1/2016,19033543,1-650-527-8000,www.symantec.com
SYY UN  EQUITY,SYSCO CORP,"Consumer, Non-cyclical",Food,31497796381.45,60.34,"Thomas L Bene ""Tom""",1/1/2018,15100280,1-281-584-1390,www.sysco.com
T UN  EQUITY,AT&T INC,Communications,Telecommunications,222937637227.80,36.29,Randall L Stephenson,6/1/2007,28720720,1-210-821-4105,www.att.com
TAP UN  EQUITY,MOLSON COORS BREWING CO -B,"Consumer, Non-cyclical",Beverages,16637936078.28,76.9,Mark Roderick Hunter,12/31/2014,8929414,1-303-279-6565,www.molsoncoors.com
TDG UN  EQUITY,TRANSDIGM GROUP INC,Industrial,Aerospace/Defense,16121351997.74,308.86,Walter Nicholas Howley,1/19/2006,61023102,1-216-706-2960,www.transdigm.com
TEL UN  EQUITY,TE CONNECTIVITY LTD,Industrial,Electronics,36792379111.68,104.76,Terrence R Curtin,3/9/2017,18664919,41-52-633-6661,www.te.com
TGT UN  EQUITY,TARGET CORP,"Consumer, Cyclical",Retail,38437707353.40,71.35,Brian C Cornell,8/12/2014,11281369,1-612-304-6073,www.target.com
TIF UN  EQUITY,TIFFANY & CO,"Consumer, Cyclical",Retail,12205981997.44,98.12,Alessandro Bogliolo,10/2/2017,10073403,1-212-755-8000,www.tiffany.com
TJX UN  EQUITY,TJX COMPANIES INC,"Consumer, Cyclical",Retail,51557946257.70,81.51,Ernie Herrman,1/31/2016,18536866,1-508-390-1000,www.tjx.com
TMK UN  EQUITY,TORCHMARK CORP,Financial,Insurance,9795766196.16,86.04,Gary L Coleman,6/1/2012,20107639,1-972-569-4000,www.torchmarkcorp.com
TMO UN  EQUITY,THERMO FISHER SCIENTIFIC INC,"Consumer, Non-cyclical",Healthcare-Products,85869290585.52,213.76,Marc N Casper,10/15/2009,17800661,1-781-622-1000,www.thermofisher.com
TPR UN  EQUITY,TAPESTRY INC,"Consumer, Cyclical",Retail,15107315634.11,53.08,Victor Luis,1/1/2014,12859854,1-212-594-1850,www.tapestry.com
TRIP UW  EQUITY,TRIPADVISOR INC,Communications,Internet,5879020577.40,42.32,"Stephen Kaufer ""Steve""",2/1/2000,1233110,1-718-800-5000,www.tripadvisor.in
TROW UW  EQUITY,T ROWE PRICE GROUP INC,Financial,Diversified Finan Serv,27514767600.46,112.57,"William Joseph Stromberg ""Bill""",1/1/2016,11669969,1-410-345-2000,www3.troweprice.com
TRV UN  EQUITY,TRAVELERS COS INC/THE,Financial,Insurance,38436913273.99,141.61,Alan David Schnitzer,12/1/2015,11558119,1-917-778-6000,www.travelers.com
TSCO UW  EQUITY,TRACTOR SUPPLY COMPANY,"Consumer, Cyclical",Retail,7834820904.20,62.59,"Gregory A Sandfort ""Greg""",12/20/2012,6091473,1-615-440-4000,www.tractorsupply.com
TSN UN  EQUITY,TYSON FOODS INC-CL A,"Consumer, Non-cyclical",Food,29504678790.76,73.89,"Thomas P Hayes ""Tom""",12/31/2016,13977107,1-479-290-4000,www.tysonfoods.com
TSS UN  EQUITY,TOTAL SYSTEM SERVICES INC,"Consumer, Non-cyclical",Commercial Services,16329859540.48,89.81,M Troy Woods,7/31/2014,7050090,1-706-644-6081,www.tsys.com
TTWO UW  EQUITY,TAKE-TWO INTERACTIVE SOFTWRE,Technology,Software,12090754953.03,105.75,H Strauss Zelnick,1/1/2011,23270,1-646-536-2842,www.take2games.com
TWX UN  EQUITY,TIME WARNER INC,Communications,Media,74631800321.10,95.69,"Jeffrey L Bewkes ""Jeff""",1/1/2008,32614304,1-212-484-8000,www.timewarner.com
TXN UW  EQUITY,TEXAS INSTRUMENTS INC,Technology,Semiconductors,107532112185.24,109.4,"Richard K Templeton ""Rich""",5/3/2004,16546722,1-214-479-3773,www.ti.com
